cache_key,latitude,longitude,talalat
Budapest XX|020|Budapest|1205|Mártonffy u. 76-84. (Óvoda),47.4427693,19.1199825,"structured: {'street': 'Mártonffy utca 76-84', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1205'}"
Budapest XX|020|Budapest|1205|Tátra tér 1. (Iskola),47.4413283,19.1130441,"structured: {'street': 'Tátra tér 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1205'}"
Budapest XX|020|Budapest|1202|Tátra tér 1. (Iskola),47.4413283,19.1130441,"structured: {'street': 'Tátra tér 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1202'}"
Budapest XX|020|Budapest|1204|Ady Endre u. 98. (Iskola),47.4370181,19.1052799,"structured: {'street': 'Ady Endre utca 98', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1204'}"
Budapest XX|020|Budapest|1203|Ady Endre u. 98. (Iskola),47.4370181,19.1052799,"structured: {'street': 'Ady Endre utca 98', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1203'}"
Budapest XX|020|Budapest|1201|Attila u. 25-27. (Iskola),47.4329659,19.1012187,"structured: {'street': 'Attila utca 25-27', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1201'}"
Budapest XX|020|Budapest|1204|Ady Endre u. 142. (Iskola),47.4328339,19.1111751,"structured: {'street': 'Ady Endre utca 142', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1204'}"
Budapest XX|020|Budapest|1201|Vörösmarty u. 128. (Iskola),47.4257887,19.1134532,"structured: {'street': 'Vörösmarty utca 128', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1201'}"
Budapest XX|020|Budapest|1204|Lázár u. 20. (Iskola),47.438081,19.1199026,"structured: {'street': 'Lázár utca 20', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1204'}"
Budapest XX|020|Budapest|1204|Köztársaság tér 1. (Óvoda),47.4332178,19.1228396,"structured: {'street': 'Köztársaság tér 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1204'}"
Budapest XX|020|Budapest|1202|Köztársaság tér 1. (Óvoda),47.4329399,19.1231853,"structured: {'street': 'Köztársaság tér 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1202'}"
Budapest XX|020|Budapest|1202|Lázár u. 20. (Iskola),47.438081,19.1199026,"structured: {'street': 'Lázár utca 20', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1202'}"
Budapest XX|020|Budapest|1202|Mártírok útja 205. (Iskola),47.4361,19.1325704,"structured: {'street': 'Mártírok útja 205', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1202'}"
Budapest XX|020|Budapest|1204|Mártírok útja 205. (Iskola),47.4361,19.1325704,"structured: {'street': 'Mártírok útja 205', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1204'}"
Budapest XX|020|Budapest|1204|Magyarok Nagyasszonya tér 22. (Iskola),47.4254167,19.1191164,"structured: {'street': 'Magyarok Nagyasszonya tér 22', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1204'}"
Budapest XX|020|Budapest|1201|Magyarok Nagyasszonya tér 22. (Iskola),47.4254167,19.1191164,"structured: {'street': 'Magyarok Nagyasszonya tér 22', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1201'}"
Budapest XXI|021|Budapest|1213|Szárcsa u.9-11. (Szárcsa Ált.Iskola),47.3912007,19.1032604,"structured: {'street': 'Szárcsa utca 9-11', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1213|Szent István út 230. (Királyerdei Műv.Ház.),47.4008868,19.0957877,"structured: {'street': 'Szent István út 230', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1213|Szent István út 230. (Királyerdei Műv.Ház),47.4008868,19.0957877,"structured: {'street': 'Szent István út 230', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1213|Szent István út 232. (Eötvös József Ált.Isk.),47.4006628,19.096939,"structured: {'street': 'Szent István út 232', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1213|Szent László u.84.(Arany János Ált.Iskola),47.407764,19.0801139,"structured: {'street': 'Szent László utca 84', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1213|Szent László u.84. (Arany János Ált.Iskola),47.407764,19.0801139,"structured: {'street': 'Szent László utca 84', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1213|Hollandi u.8. (Kolonics Gy. Szabadidő K. Ebédlő),47.4262315,19.0175918,"structured: {'street': 'Hollandi utca 8', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1212|Széchenyi u.93. (Gr.Széchenyi I. Ált.Isk.),47.4216416,19.0879169,"structured: {'street': 'Széchenyi utca 93', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1212'}"
Budapest XXI|021|Budapest|1212|Rákóczi tér 34. (Rákóczi Kert),47.4237025,19.0780313,"structured: {'street': 'Rákóczi tér 34', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1212'}"
Budapest XXI|021|Budapest|1212|Kolozsvári u.61-65. (Mátyás Király Ált.Isk.),47.4191577,19.0773152,"structured: {'street': 'Kolozsvári utca 61-65', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1212'}"
Budapest XXI|021|Budapest|1215|Csete Balázs u. 5. (Családsegítő Közösségi Ház),47.4338726,19.0775578,"structured: {'street': 'Csete Balázs utca 5', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1215'}"
Budapest XXI|021|Budapest|1211|Csete Balázs u. 5. (Családsegítő Közösségi Ház),47.4339507,19.0746616,"structured: {'street': 'Csete Balázs utca 5', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1211'}"
Budapest XXI|021|Budapest|1212|Posztógyár u. 4. (Volt Kerek Világ Tagóvoda),47.4211237,19.064271,"structured: {'street': 'Posztógyár utca 4', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1212'}"
Budapest XXI|021|Budapest|1214|Posztógyár u. 4. (Volt Kerek Világ Tagóvoda),47.4211237,19.064271,"structured: {'street': 'Posztógyár utca 4', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1212|Kossuth Lajos u. 140. (Gyermeksziget Tagóvoda),47.4198612,19.0677688,"structured: {'street': 'Kossuth Lajos utca 140', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1212'}"
Budapest XXI|021|Budapest|1214|Kolozsvári u.61-65. (Mátyás Király Ált.Isk.),47.4191578,19.0773152,"structured: {'street': 'Kolozsvári utca 61-65', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1214|dr.Koncz János tér 1. (Herman Ottó Ált.Iskola),47.4137575,19.0685697,"structured: {'street': 'dr.Koncz János tér 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1214|Tejút u.2. (Budapest Baptista Gimnázium),47.4103288,19.0571539,"structured: {'street': 'Tejút utca 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1214|Vénusz u.2. (Radnóti Miklós Műv.Ház),47.4122181,19.0625054,"structured: {'street': 'Vénusz utca 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1214|Iskola tér 45. (Kölcsey Ferenc Ált.Iskola),47.4107919,19.0659457,"structured: {'street': 'Iskola tér 45', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1214|Erdősor utca 110-112. (Erdősor Tagóvoda),47.4102507,19.0719191,"structured: {'street': 'Erdősor utca 110-112', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1213|Erdősor utca 110-112. (Erdősor Tagóvoda),47.4102507,19.0719191,"structured: {'street': 'Erdősor utca 110-112', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1213'}"
Budapest XXI|021|Budapest|1214|Tejút u.10. (Farkas Bertalan Ált. Isk. Volt Móra),47.4087365,19.0604316,"structured: {'street': 'Tejút utca 10', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXI|021|Budapest|1214|Tejút u.12. (Farkas Bertalan Ált.Isk. Volt Vermes),47.4084354,19.0607759,"structured: {'street': 'Tejút utca 12', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1214'}"
Budapest XXII|022|Budapest|1221|Tompa u. 2-4. (Kolonics György Általános Iskola),47.4331925,19.0350524,"structured: {'street': 'Tompa utca 2-4', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1221'}"
Budapest XXII|022|Budapest|1223|Kápolna u. 2-4. (Kozmutza Általános Iskola),47.4154183,19.0116637,"structured: {'street': 'Kápolna utca 2-4', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1223'}"
Budapest XXII|022|Budapest|1221|Anna utca 13-15. (BNA Gimnázium),47.4323469,19.0351227,"structured: {'street': 'Anna utca 13-15', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1221'}"
Budapest XXII|022|Budapest|1221|Szent István tér 1. (Nádasdy Általános Iskola),47.4291653,19.0396734,"structured: {'street': 'Szent István tér 1', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1221'}"
Budapest XXII|022|Budapest|1224|Dózsa György út 84-94. (Baross Általános Iskola),47.4056805,18.9985473,"structured: {'street': 'Dózsa György út 84-94', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1224'}"
Budapest XXII|022|Budapest|1221|Gádor u. 101-105. (Gádor Általános Iskola),47.4243536,19.0174514,"structured: {'street': 'Gádor utca 101-105', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1221'}"
Budapest XXII|022|Budapest|1222|Árpád u. 2. (Árpád Utcai Általános Iskola),47.425067,19.0358983,"structured: {'street': 'Árpád utca 2', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1222'}"
Budapest XXII|022|Budapest|1221|Ják u. 44-46. (Zöldecske Tagóvoda),47.4281043,19.024152,"structured: {'street': 'Ják utca 44-46', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1221'}"
Budapest XXII|022|Budapest|1222|Gádor u. 101-105. (Gádor Általános Iskola),47.4243536,19.0174514,"structured: {'street': 'Gádor utca 101-105', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1222'}"
Budapest XXII|022|Budapest|1222|Pannónia u. 50. (Herman Ottó Általános Iskola),47.4170859,19.0292605,"structured: {'street': 'Pannónia utca 50', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1222'}"
Budapest XXII|022|Budapest|1223|Dózsa György út 84-94. (Baross Általános Iskola),47.405717,18.9991433,"structured: {'street': 'Dózsa György út 84-94', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1223'}"
Budapest XXII|022|Budapest|1223|Dévény u. 62. (Herman Ottó Általános Iskola),47.4159516,19.022538,"structured: {'street': 'Dévény utca 62', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1223'}"
Budapest XXII|022|Budapest|1223|Közgazdász u. 9-11. (Kempelen Farkas Gimnázium),47.4101736,19.0157208,"structured: {'street': 'Közgazdász utca 9-11', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1223'}"
Budapest XXII|022|Budapest|1225|Bartók Béla út 6. (Bartók Általános Iskola),47.3963287,18.9911557,"structured: {'street': 'Bartók Béla út 6', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1225'}"
Budapest XXII|022|Budapest|1223|Bartók Béla út 6. (Bartók Általános Iskola),47.3963287,18.9911557,"structured: {'street': 'Bartók Béla út 6', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1223'}"
Budapest XXII|022|Budapest|1223|Rákóczi út 16. (Rózsakerti Általános Iskola),47.4068718,19.007694,"structured: {'street': 'Rákóczi út 16', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1223'}"
Budapest XXII|022|Budapest|1224|Bartók Béla út 6. (Bartók Általános Iskola),47.3963287,18.9911557,"structured: {'street': 'Bartók Béla út 6', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1224'}"
Budapest XXII|022|Budapest|1225|Nagytétényi út 291. (Hugonnai Általános Iskola),47.3917065,18.9834975,"structured: {'street': 'Nagytétényi út 291', 'city': 'Budapest', 'country': 'Hungary', 'postalcode': '1225'}"
Pécs|217|Pécs|7693|HIRDI ÚT 20. (HIRDI ÁLT. ISKOLA),46.1162225,18.33236,"structured: {'street': 'HIRDI ÚT 20', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7693'}"
Pécs|217|Pécs|7693|HARANGLÁB U. 16. (FALUHÁZ),46.1081374,18.343308,"structured: {'street': 'HARANGLÁB utca 16', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7693'}"
Pécs|217|Pécs|7691|SZÖVETKEZET U. 13. (MŰVELŐDÉSI HÁZ),46.1336995,18.3221718,"structured: {'street': 'SZÖVETKEZET utca 13', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7691'}"
Pécs|217|Pécs|7691|BÚZAKALÁSZ U. 47. (MŰVELŐDÉSI HÁZ),46.1255553,18.3115934,"structured: {'street': 'BÚZAKALÁSZ utca 47', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7691'}"
Pécs|217|Pécs|7691|SOMOGY U. 70. (VOLT MŰVELŐDÉSI HÁZ),46.1235707,18.3062209,"structured: {'street': 'SOMOGY utca 70', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7691'}"
Pécs|217|Pécs|7628|SZABADSÁGHARC U. 1. (KÖZÖSSÉGI HÁZ),46.1113,18.2715429,"structured: {'street': 'SZABADSÁGHARC utca 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7628'}"
Pécs|217|Pécs|7628|PÁKOLITZ ISTVÁN U. 33. (VOLT ISKOLA),46.1030015,18.2673263,"structured: {'street': 'PÁKOLITZ ISTVÁN utca 33', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7628'}"
Pécs|217|Pécs|7629|KOMLÓI ÚT 58. (MESZESI ÁLT. ISKOLA),46.0918094,18.2698344,"structured: {'street': 'KOMLÓI ÚT 58', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7629'}"
Pécs|217|Pécs|7630|KOMLÓI ÚT 58. (MESZESI ÁLT. ISKOLA),46.0918094,18.2698344,"structured: {'street': 'KOMLÓI ÚT 58', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7630'}"
Pécs|217|Pécs|7630|BOR U. 22. (ORVOSI RENDELŐ),46.0772148,18.2845437,"structured: {'street': 'BOR utca 22', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7630'}"
Pécs|217|Pécs|7630|KOKSZ U. 16. (EGYESÜLETI HÁZ),46.0773849,18.282168,"structured: {'street': 'KOKSZ utca 16', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7630'}"
Pécs|217|Pécs|7630|BOR U. 14-16. (SZABADIDŐKÖZPONT),46.0785276,18.2839781,"structured: {'street': 'BOR utca 14-16', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7630'}"
Pécs|217|Pécs|7630|KASTÉLY U. 17. (ÜSZÖGI KÖZÖSSÉGI HÁZ),46.0605137,18.276405,"structured: {'street': 'KASTÉLY utca 17', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7630'}"
Pécs|217|Pécs|7630|HENGERMALOM U. 2. (VOLT KÖZL. FELÜGYELET),46.0803655,18.2575368,"structured: {'street': 'HENGERMALOM utca 2', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7630'}"
Pécs|217|Pécs|7627|GESZTENYÉS U. 17. (KÖZÖSSÉGI HÁZ),46.1168084,18.2432024,"structured: {'street': 'GESZTENYÉS utca 17', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7627'}"
Pécs|217|Pécs|7627|BÁRTFA U. 5. (BÁRTFA UTCAI ÁLT. ISKOLA),46.0874202,18.2480067,"structured: {'street': 'BÁRTFA utca 5', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7627'}"
Pécs|217|Pécs|7626|VADÁSZ U. 8/A. (REFORMÁTUS ÓVODA),46.0807272,18.2507653,"structured: {'street': 'VADÁSZ utca 8/A.', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7626'}"
Pécs|217|Pécs|7625|KODÁLY ZOLTÁN U. 20/A. (KODÁLY KOLLÉGIUM),46.0786047,18.2163303,"structured: {'street': 'KODÁLY ZOLTÁN utca 20/A.', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7625'}"
Pécs|217|Pécs|7624|ALKOTMÁNY U. 38. (PTE 1. SZ. GYAKORLÓ ÁLT. ISKOLA),46.0766929,18.2168853,"structured: {'street': 'ALKOTMÁNY utca 38', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7624'}"
Pécs|217|Pécs|7621|MÁRIA U. 2. (JANUS PANNONIUS GIMNÁZIUM),46.0771347,18.2293379,"structured: {'street': 'MÁRIA utca 2', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7621'}"
Pécs|217|Pécs|7626|KIRÁLY U. 44. (SZÉCHENYI ISTVÁN GIMNÁZIUM),46.0767365,18.2344188,"structured: {'street': 'KIRÁLY utca 44', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7626'}"
Pécs|217|Pécs|7626|LÁNC U. 12. (RENDELŐINTÉZET),46.0762315,18.2408471,"structured: {'street': 'LÁNC utca 12', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7626'}"
Pécs|217|Pécs|7621|KOSSUTH TÉR 1-3. (POLG. HIVATAL),46.0739946,18.2299653,"structured: {'street': 'KOSSUTH TÉR 1-3', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7621'}"
Pécs|217|Pécs|7621|MÁTYÁS KIRÁLY U. 17. (ÁLTALÁNOS ISKOLA),46.0747141,18.2246856,"structured: {'street': 'MÁTYÁS KIRÁLY utca 17', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7621'}"
Pécs|217|Pécs|7623|KÖZTÁRSASÁG TÉR 1. (ÁLTALÁNOS ISKOLA),46.0683889,18.220854,"structured: {'street': 'KÖZTÁRSASÁG TÉR 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7623'}"
Pécs|217|Pécs|7623|MEZŐSZÉL U. 1. (ÁLTALÁNOS ISKOLA),46.0721013,18.211892,"structured: {'street': 'MEZŐSZÉL utca 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7623'}"
Pécs|217|Pécs|7624|MEZŐSZÉL U. 1. (ÁLTALÁNOS ISKOLA),46.0721013,18.211892,"structured: {'street': 'MEZŐSZÉL utca 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7624'}"
Pécs|217|Pécs|7624|ŐZ U. 2. (PTE 2. SZ. GYAKORLÓ ÁLT. ISKOLA),46.0755518,18.2140069,"structured: {'street': 'ŐZ utca 2', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7624'}"
Pécs|217|Pécs|7635|IFJÚSÁG ÚTJA 6. (PTE IFJÚSÁG ÚTI CAMPUS B. ÉP.),46.0771529,18.2059463,"structured: {'street': 'IFJÚSÁG ÚTJA 6', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7635'}"
Pécs|217|Pécs|7633|SZIGETI ÚT 97. (M. KRLEZA HORVÁT ISKOLA),46.0671826,18.190015,"structured: {'street': 'SZIGETI ÚT 97', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7633'}"
Pécs|217|Pécs|7635|SZIGETI ÚT 97. (M. KRLEZA HORVÁT ISKOLA),46.0671826,18.190015,"structured: {'street': 'SZIGETI ÚT 97', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7635'}"
Pécs|217|Pécs|7633|ÉPÍTŐK ÚTJA 9. (ÉLTES EGYMI),46.0677122,18.2029396,"structured: {'street': 'ÉPÍTŐK ÚTJA 9', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7633'}"
Pécs|217|Pécs|7634|HAJNÓCZY ÚT 41. (HARMADIK SZÍNHÁZ),46.0648673,18.1911793,"structured: {'street': 'HAJNÓCZY ÚT 41', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7634'}"
Pécs|217|Pécs|7634|KODÓ D. 1. (KORM.HIVATAL NÖVÉNY- ÉS TALAJV. O.),46.0673314,18.1541331,"structured: {'street': 'KODÓ D. 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7634'}"
Pécs|217|Pécs|7634|RÁCVÁROSI ÚT 56. (ÓVODA),46.0664031,18.1822581,"structured: {'street': 'RÁCVÁROSI ÚT 56', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7634'}"
Pécs|217|Pécs|7634|NAGYDEINDOLI ÚT 2/2. (ÓVODA),46.1008649,18.1907693,"structured: {'street': 'NAGYDEINDOLI ÚT 2/2', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7634'}"
Pécs|217|Pécs|7635|NAGYDEINDOLI ÚT 2/2. (ÓVODA),46.1018378,18.1909292,"structured: {'street': 'NAGYDEINDOLI ÚT 2/2', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7635'}"
Pécs|217|Pécs|7622|48-AS TÉR 2. (ZIPERNOWSKY K. MŰSZAKI TECHNIKUM),46.0753144,18.2381023,"structured: {'street': '48-AS TÉR 2', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7622'}"
Pécs|217|Pécs|7622|JÓKAI U. 49. (JÓKAI MÓR ÁLTALÁNOS ISKOLA),46.0693239,18.2281025,"structured: {'street': 'JÓKAI utca 49', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7622'}"
Pécs|217|Pécs|7634|MEGYERI ÚT 72. (EXPO CENTER),46.0556121,18.2093643,"structured: {'street': 'MEGYERI ÚT 72', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7634'}"
Pécs|217|Pécs|7632|TOLSZTOJ U. 10. (KÖZÖSSÉGI HÁZ),46.0515834,18.2252839,"structured: {'street': 'TOLSZTOJ utca 10', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7632'}"
Pécs|217|Pécs|7632|BIMBÓ U. 1. (ÓVODA),46.0561491,18.2274821,"structured: {'street': 'BIMBÓ utca 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7632'}"
Pécs|217|Pécs|7632|ENYEZD ÚT 3. (ÓVODA),46.0444087,18.2248421,"structured: {'street': 'ENYEZD ÚT 3', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7632'}"
Pécs|217|Pécs|7632|ANIKÓ U. 1. (VOLT ISKOLA),46.044559,18.2175003,"structured: {'street': 'ANIKÓ utca 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7632'}"
Pécs|217|Pécs|7632|SAROLTA U. 2. (TERÜLETI SZOCIÁLIS KÖZPONT),46.0439518,18.2157234,"structured: {'street': 'SAROLTA utca 2', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7632'}"
Pécs|217|Pécs|7632|TESTVÉRVÁROSOK TERE 1. (ÁLTALÁNOS ISKOLA),46.0395711,18.2146381,"structured: {'street': 'TESTVÉRVÁROSOK TERE 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7632'}"
Pécs|217|Pécs|7631|KULTÚRHÁZ U. 1. (KÖZÖSSÉGI HÁZ),46.0413346,18.2524527,"structured: {'street': 'KULTÚRHÁZ utca 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7631'}"
Pécs|217|Pécs|7631|NAGYPOSTAVÖLGY ALSÓ 33. (KÖZÖSSÉGI HÁZ),46.0360901,18.242827,"structured: {'street': 'NAGYPOSTAVÖLGY ALSÓ 33', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7631'}"
Pécs|217|Pécs|7636|MÁLOM-HEGYI ÚT 1. (ILLYÉS GYULA ÁLT. ISKOLA),46.0287334,18.2213707,"structured: {'street': 'MÁLOM-HEGYI ÚT 1', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7636'}"
Pécs|217|Pécs|7636|MALOMVÖLGYI ÚT 1/B. (SIMONYI K. SZAKKÉPZŐ ISKOLA),46.0354552,18.2171974,"structured: {'street': 'MALOMVÖLGYI ÚT 1/B.', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7636'}"
Pécs|217|Pécs|7668|MALOMVÖLGYI ÚT 21. (SZOC. OTTHON),46.029991,18.2152548,"structured: {'street': 'MALOMVÖLGYI ÚT 21', 'city': 'Pécs', 'country': 'Hungary', 'postalcode': '7668'}"
Kecskemét|060|Kecskemét|6000|Alkony utca 11. (Vásárhelyi Pál Általános Iskola),46.8948298,19.6564808,"structured: {'street': 'Alkony utca 11', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6000'}"
"Kecskemét|060|Kecskemét|6000|Alkony utca 11. (Vásárhelyi Isk., könyvtár felől)",46.8948298,19.6564808,"structured: {'street': 'Alkony utca 11', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6000'}"
Kecskemét|060|Kecskemét|6044|Kossuth Lajos utca 83. (Hetényegyh. Közösségi Ház),46.9249322,19.5989963,"structured: {'street': 'Kossuth Lajos utca 83', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6044'}"
Kecskemét|060|Kecskemét|6044|Posta utca 7. (Naplemente Idősgondozó Központ),46.9298666,19.583382,"structured: {'street': 'Posta utca 7', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6044'}"
Kecskemét|060|Kecskemét|6044|Kossuth utca 17. (Kossuth Lajos Utcai Óvoda),46.9249322,19.5989963,"structured: {'street': 'Kossuth utca 17', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6044'}"
Kecskemét|060|Kecskemét|6044|Darányi Ignác utca 15. (Polg. Hiv. Kirendeltsége),46.9274227,19.5959652,"structured: {'street': 'Darányi Ignác utca 15', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6044'}"
Kecskemét|060|Kecskemét|6000|Nyíri út 32. (Széchenyi István Technikum),46.9090602,19.676848,"structured: {'street': 'Nyíri út 32', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6000'}"
Kecskemét|060|Kecskemét|6000|Nyíri út 28. (Táncsics Mihály Kollégium),46.9086661,19.6786028,"structured: {'street': 'Nyíri út 28', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6000'}"
Kecskemét|060|Kecskemét|6000|Boldogasszony tér 7. (Béke Általános Iskola),46.9012355,19.6839652,"structured: {'street': 'Boldogasszony tér 7', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6000'}"
Kecskemét|060|Kecskemét|6000|Szent Imre utca 9. (Kocsis Pál Szkiskola),46.9142652,19.6827256,"structured: {'street': 'Szent Imre utca 9', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6000'}"
Kecskemét|060|Kecskemét|6000|Nyíri út 11. (Bányai Júlia Gimnázium),46.9086882,19.6812342,"structured: {'street': 'Nyíri út 11', 'city': 'Kecskemét', 'country': 'Hungary', 'postalcode': '6000'}"
